"id","Policy_start_date","Age","Annual_premium","Vehicle_year","Claim_amount","Vehicle_risk_type","Area"
"34968",2014-06-03,48,367.54,2004,87.29,2,1
"34969",2014-06-03,48,376.71,2004,0,2,1
"34970",2014-06-03,48,376.71,2004,0,2,1
"34971",2004-09-20,36,235.45,2004,231.53,2,1
"34972",2004-09-20,36,237.18,2004,81.79,2,1
"34973",2004-09-20,36,223.26,2004,63.17,2,1
"34974",2014-11-14,46,255.62,2001,63.74,2,1
"34975",2014-11-14,46,265.85,2001,0,2,1
"34976",2014-11-14,46,261.86,2001,0,2,1
"34977",2014-11-14,46,263.17,2001,0,2,1
"34978",2008-08-11,40,352.25,2008,0,2,0
"34979",2014-03-12,45,362.22,2008,0,2,0
"34980",2018-08-30,49,292.03,2000,0,2,0
"34981",2017-09-13,50,187.31,2000,107.8,2,0
"34982",2017-09-13,50,191.05,2000,108.71,2,0
"34983",2014-04-10,46,259.5,2012,0,2,0
"34984",2014-04-10,46,267.29,2012,0,2,0
"34985",2008-06-27,42,361.84,2006,49.27,2,1
"34986",2008-06-27,42,363.64,2006,0,2,1
"34987",2008-06-27,42,365.46,2006,0,2,1
"34988",2015-08-11,45,470.08,2000,0,2,1
"34989",2015-08-11,45,470.08,2000,0,2,1
"34990",2015-09-15,55,386.74,2002,0,2,1
"34991",2015-07-31,52,334.03,2004,0,2,0
"34992",2015-07-31,52,340.71,2004,0,2,0
"34993",2017-05-23,46,345.13,1997,634.95,1,1
"34994",2001-06-27,29,279.7,1997,0,2,0
"34995",2009-09-15,65,269.41,2001,176.09,2,0
"34996",2009-09-15,65,270.75,2001,0,2,0
"34997",2009-09-15,65,280.22,2001,0,2,0
"34998",2002-11-07,31,313.83,2002,0,2,0
"34999",2002-11-07,31,310.77,2002,0,2,0
"35000",2002-11-07,31,310.77,2002,0,2,0
"35001",2002-11-07,31,312.82,2002,0,2,0
"35002",2010-05-06,39,311.99,2002,0,2,0
"35003",2010-05-06,39,301.01,2002,0,2,0
"35004",2010-05-06,39,302.51,2002,0,2,0
"35005",2016-07-08,45,283.57,1996,0,1,0
"35006",2016-07-08,45,287.82,1996,0,1,0
"35007",2016-07-08,45,221.89,1996,0,1,0
"35008",2003-07-23,24,359.55,2003,49.95,2,1
"35009",2003-07-23,24,363.15,2003,4267.75,2,1
"35010",2003-07-23,24,395.83,2003,0,2,1
"35011",2016-10-10,44,298.81,2006,110.53,2,0
"35012",2016-10-10,44,304.78,2006,0,2,0
"35013",2016-08-30,42,316.92,2013,0,2,0
"35014",2016-08-30,42,351.87,2013,0,2,0
"35015",2016-08-30,42,357.16,2013,0,2,0
"35016",2017-10-25,49,466.01,2016,0,2,0
"35017",2017-10-25,49,468.34,2016,0,2,0
"35018",2010-09-07,39,275.64,2007,0,2,0
"35019",2010-09-07,39,275.64,2007,0,2,0
"35020",2010-09-07,39,225.75,2007,0,2,0
"35021",2012-09-23,47,274.53,2002,0,2,0
"35022",2012-09-23,47,275.9,2002,0,2,0
"35023",2012-09-23,47,277.28,2002,0,2,0
"35024",2017-12-18,28,315.37,1998,74.23,2,0
"35025",2015-01-28,42,261.6,2006,380.56,2,0
"35026",2015-01-28,42,295.63,2006,67.11,2,0
"35027",2015-01-28,42,319.3,2006,0,2,0
"35028",2009-04-21,69,280.23,1998,0,1,0
"35029",2009-04-21,69,283.03,1998,0,1,0
"35030",2009-04-21,69,284.43,1998,0,1,0
"35031",2013-10-08,73,365.18,1998,0,2,0
"35032",2013-10-08,73,365.18,1998,0,2,0
"35033",2013-10-08,73,367,1998,0,2,0
"35034",2013-05-09,42,318.84,1999,0,2,0
"35035",2013-05-09,42,328.42,1999,0,2,0
"35036",2011-09-21,71,281.23,2003,526.78,2,0
"35037",2011-09-21,71,262.18,2003,0,2,0
"35038",2011-09-21,71,263.49,2003,0,2,0
"35039",2007-08-06,66,256.35,2007,0,2,0
"35040",2007-08-06,66,257.64,2007,0,2,0
"35041",2007-08-06,66,261.5,2007,0,2,0
"35042",2010-05-06,70,716.87,2010,882,2,1
"35043",2010-05-06,70,817.22,2010,0,2,1
"35044",2010-05-06,70,878.52,2010,0,2,1
"35045",2017-02-25,49,258.06,1999,0,2,0
"35046",2017-02-25,49,263.22,1999,0,2,0
"35047",2015-07-17,44,303.44,2002,0,2,0
"35048",2015-07-17,44,309.52,2002,0,2,0
"35049",2015-07-17,44,306.41,2002,0,2,0
"35050",2014-11-16,74,357.56,2005,0,2,0
"35051",2014-11-16,74,362.93,2005,0,2,0
"35052",2014-11-16,74,355.68,2005,0,2,0
"35053",2014-11-16,74,329.45,2005,0,2,0
"35054",2015-04-30,73,299.73,2002,0,2,0
"35055",2015-04-30,73,307.22,2002,0,2,0
"35056",2015-04-30,73,304.14,2002,0,2,0
"35057",2008-06-10,68,420.75,2008,0,2,0
"35058",2008-06-10,68,431.26,2008,0,2,0
"35059",2008-06-10,68,268.46,2008,0,2,0
"35060",2009-01-05,67,330.83,2003,1517.74,2,0
"35061",2009-01-05,67,393.7,2003,1343.61,2,0
"35062",2014-09-08,74,377.26,2006,0,2,0
"35063",2014-09-08,74,300.02,2006,0,2,0
"35064",2014-09-08,74,301.53,2006,0,2,0
"35065",2008-05-05,68,327.9,1999,0,2,0
"35066",2008-05-05,68,331.17,1999,0,2,0
"35067",2008-05-05,68,327.86,1999,0,2,0
"35068",2013-05-06,71,258.99,2004,0,2,0
"35069",2013-05-06,71,266.77,2004,0,2,0
"35070",2013-05-06,71,265.77,2004,0,2,0
"35071",2015-01-30,73,345.7,2013,0,2,0
"35072",2017-06-24,74,269.48,2009,882,2,0
"35073",2017-06-24,74,316.65,2009,0,2,0
"35074",2006-03-02,66,291.04,2006,0,2,0
"35075",2006-03-02,66,277.76,2006,0,2,0
"35076",2006-03-02,66,279.15,2006,0,2,0
"35077",2013-07-12,73,255.06,2006,0,2,0
"35078",2013-07-12,73,261.43,2006,0,2,0
"35079",2013-07-12,73,262.74,2006,0,2,0
"35080",2004-02-27,61,269.53,2004,67.25,2,0
"35081",2004-02-27,61,278.97,2004,0,2,0
"35082",2004-02-27,61,280.36,2004,0,2,0
"35083",2013-06-28,72,318.96,2003,0,2,0
"35084",2016-07-01,76,721.01,1995,234.8,2,0
"35085",2016-07-01,76,721.01,1995,325.12,2,0
"35086",2016-07-01,76,384.19,1995,0,2,0
"35087",2012-03-26,70,305.77,2000,0,2,0
"35088",2012-03-26,70,314.95,2000,0,2,0
"35089",2012-03-26,70,316.51,2000,0,2,0
"35090",2015-11-16,46,317.08,2009,0,2,0
"35091",2015-11-16,46,323.41,2009,0,2,0
"35092",2015-11-16,46,323.41,2009,0,2,0
"35093",2015-11-16,46,323.41,2009,0,2,0
"35094",2001-07-26,58,267.42,1992,0,2,0
"35095",2001-07-26,58,275.41,1992,0,2,0
"35096",2001-07-26,58,271.91,1992,0,2,0
"35097",2010-12-02,64,277.25,2000,0,2,0
"35098",2010-12-02,64,286.72,2000,0,2,0
"35099",2010-12-02,64,286.72,2000,0,2,0
"35100",2008-07-09,67,278.89,2007,0,2,0
"35101",2008-07-09,67,287.26,2007,0,2,0
"35102",2008-07-09,67,288.69,2007,0,2,0
"35103",2009-06-30,64,273.08,2009,0,2,0
"35104",2009-06-30,64,279.91,2009,0,2,0
"35105",2009-06-30,64,261.72,2009,0,2,0
"35106",2010-06-06,67,346.65,2003,0,2,0
"35107",2010-06-06,67,370.92,2003,0,2,0
"35108",2010-06-06,67,383.9,2003,0,2,0
"35109",2014-07-14,74,264.07,2004,0,2,0
"35110",2014-07-14,74,269.36,2004,0,2,0
"35111",2014-07-14,74,270.7,2004,0,2,0
"35112",2002-03-13,58,312.97,1998,0,1,0
"35113",2002-03-13,58,314.02,1998,0,1,0
"35114",2002-03-13,58,294.68,1998,0,1,0
"35115",2016-01-30,72,272.81,2013,0,2,0
"35116",2016-01-30,72,281,2013,0,2,0
"35117",2014-06-10,70,1083.04,2009,1389.57,2,0
"35118",2014-06-10,70,1169.69,2009,1043.24,2,0
"35119",2014-06-10,70,1298.35,2009,0,2,0
"35120",2018-08-01,75,232.76,1999,0,2,0
"35121",2014-08-28,72,322.66,1997,0,2,0
"35122",2014-08-28,72,322.66,1997,0,2,0
"35123",2014-08-28,72,322.66,1997,0,2,0
"35124",2010-06-10,70,308.03,2004,0,2,0
"35125",2010-06-10,70,314.19,2004,0,2,0
"35126",2010-06-10,70,293.1,2004,0,2,0
"35127",2014-07-25,37,549.03,2014,0,2,0
"35128",2014-07-25,37,617.67,2014,0,2,0
"35129",2014-09-07,41,335.06,2008,0,2,0
"35130",2014-09-07,41,335.06,2008,0,2,0
"35131",2014-04-20,71,300.25,2007,0,2,0
"35132",2014-04-20,71,307.75,2007,0,2,0
"35133",2014-04-20,71,304.67,2007,0,2,0
"35134",2014-12-12,70,332.38,2002,0,2,0
"35135",2009-08-13,34,388.04,1999,0,2,0
"35136",2009-08-13,34,388.03,1999,0,2,0
"35137",2014-12-11,40,452.78,2014,0,2,0
"35138",2014-12-11,40,470.88,2014,0,2,0
"35139",2014-12-11,40,470.88,2014,0,2,0
"35140",2015-03-12,41,515.53,2013,0,2,0
"35141",2015-03-12,41,349.72,2013,0,2,0
"35142",2015-03-12,41,351.48,2013,0,2,0
"35143",2010-07-22,65,256.27,2009,0,2,0
"35144",2010-07-22,65,263.95,2009,0,2,0
"35145",2010-07-22,65,265.28,2009,0,2,0
"35146",2014-12-15,29,321.43,2007,0,2,0
"35147",2012-05-11,67,621.39,2008,0,2,0
"35148",2016-11-03,74,451.57,2008,0,2,0
"35149",2016-11-03,74,453.83,2008,0,2,0
"35150",2011-09-21,67,318.83,2007,0,2,0
"35151",2011-09-21,67,318.83,2007,0,2,0
"35152",2011-09-21,67,320.42,2007,0,2,0
"35153",2003-10-03,58,361.86,2003,0,2,0
"35154",2003-10-03,58,343.76,2003,0,2,0
"35155",2003-10-03,58,340.33,2003,0,2,0
"35156",2017-07-01,76,274.25,2005,86.87,2,0
"35157",2017-07-01,76,281.12,2005,0,2,0
"35158",2015-01-08,70,337.05,2007,692.75,2,0
"35159",2015-01-08,70,342.11,2007,51.95,2,0
"35160",2015-01-08,70,336.97,2007,0,2,0
"35161",2015-10-01,74,607.94,2011,183.61,2,0
"35162",2015-10-01,74,607.94,2011,741,2,0
"35163",2015-10-01,74,610.98,2011,0,2,0
"35164",2012-10-08,71,266.73,2009,0,2,0
"35165",2004-09-02,59,609.03,2004,0,2,0
"35166",2004-09-02,59,541.41,2004,0,2,0
"35167",2004-09-02,59,544.13,2004,0,2,0
"35168",2017-04-16,71,293.41,2012,0,2,0
"35169",2017-04-16,71,299.28,2012,0,2,0
"35170",2012-11-15,68,352.89,2005,62.56,2,0
"35171",2012-11-15,68,359.93,2005,0,2,0
"35172",2012-11-15,68,354.53,2005,0,2,0
"35173",2012-11-15,68,350.98,2005,0,2,0
"35174",2009-07-09,64,300.31,2003,0,2,0
"35175",2009-07-09,64,307.82,2003,0,2,0
"35176",2009-07-09,64,304.75,2003,0,2,0
"35177",2018-07-30,46,527.46,2006,0,2,0
"35178",2015-03-25,69,304.26,2009,0,2,0
"35179",2015-03-25,69,313.39,2009,0,2,0
"35180",2015-03-25,69,314.96,2009,0,2,0
"35181",2018-11-01,73,257.9,2000,0,2,0
"35182",2017-11-01,72,257.73,2000,882,2,0
"35183",2017-11-01,72,280.93,2000,0,2,0
"35184",2015-10-25,70,369.97,2010,0,2,0
"35185",2015-10-25,70,342.21,2010,0,2,0
"35186",2015-10-25,70,337.08,2010,0,2,0
"35187",2018-02-09,72,249.8,2010,0,2,0
"35188",2015-03-28,69,332.2,2008,0,2,0
"35189",2015-03-28,69,338.84,2008,0,2,0
"35190",2015-03-28,69,300.79,2008,0,2,0
"35191",2009-10-15,91,318.89,2000,0,2,0
"35192",2016-08-22,74,286.97,2006,106.13,2,0
"35193",2016-08-22,74,292.7,2006,0,2,0
"35194",2016-08-22,74,297.09,2006,0,2,0
"35195",2018-07-18,44,306.23,2001,0,2,1
"35196",2016-06-28,71,341.43,2016,0,2,0
"35197",2016-06-28,71,339.72,2016,0,2,0
"35198",2016-06-28,71,341.43,2016,0,2,0
"35199",2016-06-17,76,299.36,1954,0,2,0
"35200",2016-06-17,76,308.35,1954,0,2,0
"35201",2016-06-17,76,309.9,1954,0,2,0
"35202",2013-12-18,45,257.23,2002,0,2,0
"35203",2013-12-18,45,246.54,2002,0,2,0
"35204",2013-12-18,45,497.59,2002,0,2,0
"35205",2014-03-31,70,394.6,2014,0,2,0
"35206",2014-03-31,70,408.41,2014,0,2,0
"35207",2014-03-31,70,410.44,2014,0,2,0
"35208",2014-11-12,70,319.99,2005,1347.01,2,0
"35209",2014-11-12,70,332.78,2005,0,2,0
"35210",2010-12-23,67,309.22,2006,0,2,0
"35211",2010-12-23,67,318.28,2006,0,2,0
"35212",2010-12-23,67,313.5,2006,0,2,0
"35213",2016-02-15,74,315.73,2010,684.53,2,0
"35214",2016-02-15,74,325.21,2010,0,2,0
"35215",2016-02-15,74,313.62,2010,0,2,0
"35216",2017-08-29,71,549,2008,51.95,2,0
"35217",2017-08-29,71,603.89,2008,0,2,0
"35218",2018-08-23,72,464.4,2008,0,2,0
"35219",2017-08-10,71,434.95,2006,933.95,2,0
"35220",2017-08-10,71,471.89,2006,68.45,2,0
"35221",2012-08-28,71,358.66,2003,0,2,0
"35222",2017-06-30,72,292.76,2010,0,2,0
"35223",2017-06-30,72,292.76,2010,0,2,0
"35224",2016-03-08,70,255.86,2001,0,1,0
"35225",2016-03-08,70,258.42,2001,0,1,0
"35226",2016-03-08,70,259.7,2001,0,1,0
"35227",2018-09-07,73,250.67,2017,0,2,0
"35228",2012-03-16,67,313.8,2005,0,2,0
"35229",2012-03-16,67,323.21,2005,0,2,0
"35230",2012-03-16,67,324.83,2005,0,2,0
"35231",2017-05-19,71,365.37,2006,71.5,2,0
"35232",2017-05-19,71,369.97,2006,82.4,2,0
"35233",2011-04-29,68,331.04,2011,0,2,0
"35234",2011-04-29,68,314.26,2011,0,2,0
"35235",2011-04-29,68,311.11,2011,0,2,0
"35236",2017-11-17,71,253.82,2003,0,2,0
"35237",2017-11-17,71,255.09,2003,0,2,0
"35238",2009-12-31,64,309.12,2005,0,2,0
"35239",2009-12-31,64,319.69,2005,0,2,0
"35240",2009-12-31,64,319.69,2005,0,2,0
"35241",2015-05-02,69,293.93,2006,0,2,0
"35242",2015-05-02,69,293.03,2006,0,2,0
"35243",2015-05-02,69,319.4,2006,0,2,0
"35244",2018-01-04,71,278.18,2005,0,2,0
"35245",2000-07-21,54,281.93,2000,0,2,0
"35246",2000-07-21,54,285.78,2000,0,2,0
"35247",2000-07-21,54,269.29,2000,0,2,0
"35248",2004-07-22,58,304.54,2004,109.6,2,0
"35249",2004-07-22,58,305.82,2004,0,2,0
"35250",2004-07-22,58,453.3,2004,0,2,0
"35251",2012-09-23,71,335.48,2002,0,2,0
"35252",2012-09-23,71,337.15,2002,0,2,0
"35253",2012-09-23,71,338.83,2002,0,2,0
"35254",1999-06-28,52,264.99,1998,0,2,0
"35255",1999-06-28,52,270.28,1998,0,2,0
"35256",1999-06-28,52,271.63,1998,0,2,0
"35257",2010-07-01,63,313.02,2010,0,2,0
"35258",2010-07-01,63,320.85,2010,0,2,0
"35259",2010-07-01,63,322.45,2010,0,2,0
"35260",2014-11-21,68,300.74,2010,0,2,0
"35261",2014-11-21,68,310.54,2010,0,2,0
"35262",2014-11-21,68,305.89,2010,0,2,0
"35263",2014-11-21,68,302.84,2010,0,2,0
"35264",2017-03-13,70,348.41,2005,78.76,2,0
"35265",2017-03-13,70,357.13,2005,0,2,0
"35266",2016-01-26,70,223.7,2002,0,2,0
"35267",2016-01-26,70,230.43,2002,0,2,0
"35268",2016-01-26,70,230.43,2002,0,2,0
"35269",2016-03-29,69,277.39,2016,0,2,0
"35270",2016-03-29,69,337.79,2016,0,2,0
"35271",2016-03-29,69,316.63,2016,0,2,0
"35272",2018-05-04,71,305.98,2016,0,2,0
"35273",1999-07-07,58,312.19,1999,0,1,0
"35274",1999-07-07,58,301.32,1999,0,1,0
"35275",1999-07-07,58,302.83,1999,0,1,0
"35276",2013-03-21,30,248.57,2005,0,2,0
"35277",2013-03-21,30,258.52,2005,0,2,0
"35278",2013-03-21,30,259.82,2005,0,2,0
"35279",2010-05-31,63,333.08,2003,155.23,2,0
"35280",2010-05-31,63,341.4,2003,119.06,2,0
"35281",2010-05-31,63,337.98,2003,0,2,0
"35282",2015-01-29,68,337,2010,0,2,0
"35283",2015-01-29,68,343.74,2010,0,2,0
"35284",2015-01-29,68,338.57,2010,0,2,0
"35285",2017-01-16,46,322.03,1999,63.34,2,0
"35286",2017-01-16,46,326.86,1999,0,2,0
"35287",2018-05-22,71,269.89,2009,51.95,1,0
"35288",2013-07-01,66,270.34,2003,0,2,0
"35289",2013-07-01,66,270.99,2003,0,2,0
"35290",2013-07-01,66,259.91,2003,0,2,0
"35291",2016-11-15,69,302.43,2003,0,1,0
"35292",2016-11-15,69,288.55,2003,0,1,0
"35293",2016-11-15,69,283.19,2003,0,1,0
"35294",2018-01-03,70,220.36,2003,0,2,0
"35295",2004-11-05,57,210.48,2004,0,1,0
"35296",2004-11-05,57,175.98,2004,0,1,0
"35297",2018-04-16,70,305.06,2004,0,2,0
"35298",2012-02-24,23,488.66,1998,0,2,0
"35299",2012-02-24,23,495.99,1998,0,2,0
"35300",2012-02-24,23,488.55,1998,0,2,0
"35301",2012-03-13,23,304.85,1998,0,2,0
"35302",2012-03-13,23,314.03,1998,0,2,0
"35303",2012-03-13,23,310.89,1998,0,2,0
"35304",2014-09-02,69,236.31,1998,0,2,0
"35305",2014-09-02,69,236.31,1998,0,2,0
"35306",2014-09-02,69,233.95,1998,0,2,0
"35307",1998-11-03,51,339.91,1994,0,2,0
"35308",1998-11-03,51,335.54,1994,0,2,0
"35309",1998-11-03,51,330.5,1994,0,2,0
"35310",1998-11-03,51,324.06,1994,0,2,0
"35311",2018-06-21,70,547.13,2002,0,2,0
"35312",2015-03-11,28,405.05,1997,0,2,0
"35313",2018-11-05,71,294.36,2006,0,2,0
"35314",2018-09-20,72,303.41,2005,0,2,0
"35315",2016-06-08,68,266.22,2003,66.95,2,0
"35316",2016-06-08,68,274.21,2003,0,2,0
"35317",2016-06-08,68,275.59,2003,0,2,0
"35318",2012-04-01,64,265.01,2006,0,2,0
"35319",2012-04-01,64,271.64,2006,0,2,0
"35320",2012-04-01,64,268.92,2006,0,2,0
"35321",2015-12-23,34,259.7,2001,63.69,2,0
"35322",2015-12-23,34,264.89,2001,0,2,0
"35323",2015-12-23,34,264.89,2001,0,2,0
"35324",2007-03-27,59,262.87,2007,194.18,2,0
"35325",2007-03-27,59,266.81,2007,51.95,2,0
"35326",2007-03-27,59,268.14,2007,0,2,0
"35327",2005-11-02,57,348.1,1990,286.14,1,0
"35328",2005-11-02,57,366.18,1990,0,1,0
"35329",2012-09-30,64,298.73,1998,0,2,0
"35330",2012-09-30,64,300.22,1998,0,2,0
"35331",2012-09-30,64,301.72,1998,0,2,0
"35332",2016-01-01,75,294.51,2006,0,2,0
"35333",2016-01-01,75,300.4,2006,0,2,0
"35334",2016-12-30,68,359.93,1999,0,2,0
"35335",2016-01-11,67,330.98,2002,157.86,2,0
"35336",2016-01-11,67,340.91,2002,0,2,0
"35337",2016-01-11,67,340.91,2002,0,2,0
"35338",2015-08-19,43,350.25,2005,1619.83,2,1
"35339",2015-08-19,43,366.02,2005,62.43,2,1
"35340",2015-08-19,43,426.41,2005,0,2,1
"35341",2008-05-20,61,286.44,2003,0,1,0
"35342",2008-05-20,61,290.73,2003,0,1,0
"35343",2008-05-20,61,292.19,2003,0,1,0
"35344",2018-09-09,70,305.14,2010,0,2,0
"35345",2004-01-19,57,99.48,2004,0,3,0
"35346",2004-01-19,57,103.96,2004,0,3,0
"35347",2004-01-19,57,103.96,2004,0,3,0
"35348",1998-11-26,50,351.06,1998,100.68,2,0
"35349",1998-11-26,50,267.96,1998,0,2,0
"35350",1998-11-26,50,267.95,1998,0,2,0
"35351",1998-11-26,50,269.3,1998,0,2,0
"35352",2017-09-21,69,307.79,2005,0,2,0
"35353",2017-09-21,69,309.35,2005,0,2,0
"35354",2014-06-13,66,290.53,2007,0,2,0
"35355",2015-08-05,66,289.35,2008,0,2,0
"35356",2015-08-05,66,289.35,2008,0,2,0
"35357",2015-08-05,66,302.36,2008,0,2,0
"35358",2018-03-09,69,358.92,2006,313.91,1,0
"35359",2018-08-01,70,292.89,2008,432.16,2,0
"35360",2012-03-02,67,381.27,1997,67.11,2,0
"35361",2012-03-02,67,353.78,1997,1014.61,2,0
"35362",2012-03-02,67,367.93,1997,0,2,0
"35363",2012-09-14,64,400.01,2006,614.76,2,0
"35364",2012-09-14,64,400.01,2006,0,2,0
"35365",2012-09-14,64,396.01,2006,0,2,0
"35366",2015-12-30,66,261.43,1999,0,2,0
"35367",2015-12-30,66,269.08,1999,0,2,0
"35368",2015-12-30,66,269.08,1999,0,2,0
"35369",2017-06-02,68,272.8,1999,0,2,0
"35370",2017-06-02,68,274.18,1999,0,2,0
"35371",2018-09-19,69,324.18,2004,0,2,0
"35372",2018-02-28,69,411.15,2005,1221.11,2,0
"35373",2016-11-08,67,338.2,2004,0,2,0
"35374",2016-11-08,67,339.9,2004,0,2,0
"35375",2017-03-10,68,375.81,2007,0,2,0
"35376",2017-03-10,68,429.07,2007,0,2,0
"35377",2018-10-26,70,300.83,2007,0,2,0
"35378",2014-01-21,66,226.34,2010,0,2,0
"35379",2014-01-21,66,211.14,2010,0,2,0
"35380",2014-01-21,66,211.14,2010,0,2,0
"35381",2015-10-23,33,320.65,2006,0,2,0
"35382",2015-10-23,33,304.63,2006,0,2,0
"35383",2014-06-01,65,302.07,2009,0,2,0
"35384",2014-06-01,65,309.62,2009,0,2,0
"35385",2014-06-01,65,305.44,2009,0,2,0
"35386",2010-10-15,61,258.3,2005,102.07,2,0
"35387",2010-10-15,61,269.93,2005,0,2,0
"35388",2010-10-15,61,282.07,2005,0,2,0
"35389",2018-10-10,69,482.63,2005,0,2,0
"35390",2017-10-05,68,285.44,2016,0,2,0
"35391",2017-10-05,68,266.86,2016,0,2,0
"35392",2014-01-07,67,251.37,2005,0,2,0
"35393",2014-01-07,67,258.92,2005,0,2,0
"35394",2014-01-07,67,236.71,2005,0,2,0
"35395",2014-07-16,72,319.69,2000,145.46,2,0
"35396",2017-08-03,75,315.47,2000,51.95,2,0
"35397",2017-08-03,75,318.62,2000,140.29,2,0
"35398",2017-11-07,75,272.55,2000,103.9,2,0
"35399",2017-11-07,75,367.71,2000,0,2,0
"35400",2018-11-27,76,293.58,2000,0,2,0
"35401",2018-11-27,76,261.58,2000,0,2,0
"35402",2015-12-19,67,283.06,2006,0,2,0
"35403",2015-12-19,67,291.35,2006,0,2,0
"35404",2015-12-19,67,291.35,2006,0,2,0
"35405",2017-10-30,68,302.59,2003,0,2,0
"35406",2017-10-30,68,310.17,2003,0,2,0
"35407",2008-07-01,59,310.69,2003,0,2,0
"35408",2008-07-01,59,337.1,2003,0,2,0
"35409",2008-07-01,59,387.66,2003,0,2,0
"35410",2017-11-22,68,532.75,2008,1666.11,2,0
"35411",2017-11-22,68,518.34,2008,0,2,0
"35412",2017-11-22,68,413.7,2008,882,2,0
"35413",2017-11-22,68,433.48,2008,0,2,0
"35414",2015-01-15,65,284.1,1989,0,2,0
"35415",2018-03-02,68,261.8,1989,0,2,0
"35416",2018-07-20,69,328.47,1989,0,2,0
"35417",2018-02-01,68,329.06,2006,0,2,0
"35418",2014-07-26,65,318.31,1999,0,2,0
"35419",2014-07-26,65,324.66,1999,0,2,0
"35420",2014-07-26,65,321.43,1999,0,2,0
"35421",2012-09-27,63,320.89,1999,0,2,0
"35422",2012-09-27,63,322.49,1999,0,2,0
"35423",2016-09-27,66,307.1,1999,0,1,0
"35424",2016-09-27,66,308.63,1999,0,1,0
"35425",2016-09-27,66,310.17,1999,0,1,0
"35426",2014-11-12,67,996.56,2005,311.72,2,0
"35427",2014-11-12,67,1041.41,2005,1725.19,2,0
"35428",2014-11-12,67,1385.08,2005,0,2,0
"35429",2001-01-11,49,261.75,1999,0,2,0
"35430",2001-01-11,49,270.91,1999,0,2,0
"35431",2001-01-11,49,270.91,1999,0,2,0
"35432",2010-03-01,60,300.79,2010,0,2,0
"35433",2010-03-01,60,309.83,2010,0,2,0
"35434",2010-03-01,60,311.38,2010,0,2,0
"35435",2015-07-07,66,357.88,2010,0,2,0
"35436",2015-07-07,66,370.41,2010,0,2,0
"35437",2015-07-07,66,372.25,2010,0,2,0
"35438",2018-10-01,60,336.44,2003,0,1,0
"35439",2010-06-14,60,328.1,2004,4437.71,2,0
"35440",2010-06-14,60,359.52,2004,0,2,0
"35441",2010-06-14,60,377.95,2004,0,2,0
"35442",2016-05-24,66,287.02,2005,0,2,0
"35443",2016-05-24,66,297.07,2005,0,2,0
"35444",2016-05-24,66,298.56,2005,0,2,0
"35445",2018-07-25,68,398.27,2017,0,2,0
"35446",2018-08-01,69,264.48,1999,0,2,0
"35447",2018-03-28,70,370.47,2003,0,2,0
"35448",2009-09-03,29,413.42,2009,0,2,0
"35449",2018-02-23,38,202.3,2009,0,2,0
"35450",2018-05-04,38,334.56,2009,0,2,0
"35451",2015-06-12,30,298.74,2014,61.93,2,0
"35452",2015-06-12,30,309.19,2014,0,2,0
"35453",2015-06-12,30,310.74,2014,0,2,0
"35454",2010-12-14,60,267.05,2000,0,2,0
"35455",2010-12-14,60,274.87,2000,0,2,0
"35456",2010-12-14,60,274.87,2000,0,2,0
"35457",2018-11-23,69,249.64,2004,0,2,0
"35458",2017-12-03,69,237.62,2001,2070.08,2,0
"35459",2010-09-23,60,255.37,2010,0,2,0
"35460",2010-09-23,60,256.65,2010,0,2,0
"35461",2010-09-23,60,257.94,2010,0,2,0
"35462",2015-02-06,65,295.58,2005,0,2,0
"35463",2012-04-29,64,332.7,2003,296.04,2,0
"35464",2012-04-29,64,339.36,2003,215.19,2,0
"35465",2012-04-29,64,341.05,2003,882,2,0
"35466",2018-10-20,68,274.41,2009,0,2,0
"35467",2000-09-30,28,449.46,2000,0,2,0
"35468",2000-09-30,28,449.46,2000,0,2,0
"35469",2000-09-30,28,451.71,2000,0,2,0
"35470",2016-03-27,66,264.39,2003,597.77,2,0
"35471",2016-03-27,66,282.91,2003,0,2,0
"35472",2016-03-27,66,308.39,2003,0,2,0
"35473",2014-11-01,63,305.38,2009,0,2,0
"35474",2014-11-01,63,289.74,2009,0,2,0
"35475",2016-07-06,65,507.2,2004,882,2,0
"35476",2016-07-06,65,514.79,2004,192.68,2,0
"35477",2016-07-06,65,512.21,2004,0,2,0
"35478",2011-11-22,62,296.43,2000,487.18,2,0
"35479",2011-11-22,62,308.29,2000,80.58,2,0
"35480",2011-11-22,62,317.43,2000,0,2,0
"35481",2011-11-22,62,314.27,2000,0,2,0
"35482",2017-10-27,66,194.97,1999,113.55,2,0
"35483",2015-12-31,65,271.37,2012,0,2,0
"35484",2015-12-31,65,279.51,2012,0,2,0
"35485",2016-10-06,65,318.57,2004,81.93,2,0
"35486",2016-10-06,65,324.94,2004,0,2,0
"35487",2016-10-06,65,321.69,2004,0,2,0
"35488",2014-11-11,64,299.37,1998,202.78,2,0
"35489",2014-11-11,64,306.86,1998,86.93,2,0
"35490",2014-11-11,64,253.98,1998,0,2,0
"35491",2014-11-11,64,264.49,1998,0,2,0
"35492",2016-06-27,66,270.52,1998,99.58,2,0
"35493",2016-06-27,66,274.58,1998,0,2,0
"35494",2009-08-10,57,407.16,2009,0,2,0
"35495",2009-08-10,57,407.16,2009,0,2,0
"35496",2009-08-10,57,407.16,2009,0,2,0
